UniProtAccession,UniProtID,EntryType,GeneSymbol,GeneSynonyms,ProteinName,Function,DiseaseAssociations,SubcellularLocation,TissueSpecificity,PathwayAnnotation,Keywords,Domains,BindingSites,ActiveSites,AlphaFoldID,PDB_IDs,DrugBankIDs,ChEMBL_IDs,KEGG_IDs,ReactomePathways,SequenceLength,MolecularWeight,Organism
P61088,UBE2N_HUMAN,reviewed,UBE2N,BLU,Ubiquitin-conjugating enzyme E2 N,"The UBE2V1-UBE2N and UBE2V2-UBE2N heterodimers catalyze the synthesis of non-canonical 'Lys-63'-linked polyubiquitin chains. This type of polyubiquitination does not lead to protein degradation by the proteasome. Mediates transcriptional activation of target genes. Plays a role in the control of progress through the cell cycle and differentiation. Plays a role in the error-free DNA repair pathway and contributes to the survival of cells after DNA damage. Acts together with the E3 ligases, HLTF and SHPRH, in the 'Lys-63'-linked poly-ubiquitination of PCNA upon genotoxic stress, which is required for DNA repair. Appears to act together with E3 ligase RNF5 in the 'Lys-63'-linked polyubiquitination of JKAMP thereby regulating JKAMP function by decreasing its association with components of the proteasome and ERAD. Promotes TRIM5 capsid-specific restriction activity and the UBE2V1-UBE2N heterodimer acts in concert with TRIM5 to generate 'Lys-63'-linked polyubiquitin chains which activate the MAP3K7/TAK1 complex which in turn results in the induction and expression of NF-kappa-B and MAPK-responsive inflammatory genes. Together with RNF135 and UB2V1, catalyzes the viral RNA-dependent 'Lys-63'-linked polyubiquitination of RIGI to activate the downstream signaling pathway that leads to interferon beta production (PubMed:28469175, PubMed:31006531). UBE2V1-UBE2N together with TRAF3IP2 E3 ubiquitin ligase mediate 'Lys-63'-linked polyubiquitination of TRAF6, a component of IL17A-mediated signaling pathway",,Nucleus; Cytoplasm,,Protein modification; protein ubiquitination,3D-structure|Acetylation|ATP-binding|Cytoplasm|Direct protein sequencing|Disulfide bond|DNA damage|DNA repair|Isopeptide bond|Nucleotide-binding|Nucleus|Proteomics identification|Reference proteome|Transferase|Ubl conjugation|Ubl conjugation pathway,UBC core [3-149],,Glycyl thioester intermediate [87-87],P61088,1J7D|2C2V|3HCT|3HCU|3VON|3W31|4DHI|4DHJ|4DHZ|4IP3|4NR3|4NRG|4NRI|4ONL|4ONM|4ONN|4ORH|4TKP|4WHV|5AIT|5AIU|5EYA|5H7S|5VNZ|5VO0|5YWR|6D6I|6JKY|6KFP|6KG6,,CHEMBL6089,hsa:7334,"R-HSA-1169408:ISG15 antiviral mechanism|R-HSA-168638:NOD1/2 Signaling Pathway|R-HSA-168927:TICAM1, RIP1-mediated IKK complex recruitment|R-HSA-202424:Downstream TCR signaling|R-HSA-2871837:FCERI mediated NF-kB activation|R-HSA-445989:TAK1-dependent IKK and NF-kappa-B activation|R-HSA-450302:activated TAK1 mediates p38 MAPK activation|R-HSA-450321:JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1|R-HSA-5205685:PINK1-PRKN Mediated Mitophagy|R-HSA-5607764:CLEC7A (Dectin-1) signaling|R-HSA-5693565:Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|R-HSA-5693571:Nonhomologous End-Joining (NHEJ)|R-HSA-5693607:Processing of DNA double-strand break ends|R-HSA-5696395:Formation of Incision Complex in GG-NER|R-HSA-69473:G2/M DNA damage checkpoint|R-HSA-8866654:E3 ubiquitin ligases ubiquitinate target proteins|R-HSA-9020702:Interleukin-1 signaling|R-HSA-937039:IRAK1 recruits IKK complex|R-HSA-937041:IKK complex recruitment mediated by RIP1|R-HSA-9646399:Aggrephagy",152,17138,Homo sapiens
Q9UMX0,UBQL1_HUMAN,reviewed,UBQLN1,DA41|PLIC1,Ubiquilin-1,"Plays a role in unfolded protein response (UPR) by attenuating the induction of UPR-inducible genes, DDTI3/CHOP, HSPA5 and PDIA2 during ER stress (PubMed:18953672). Plays a key role in the regulation of the levels of PSEN1 by targeting its accumulation to aggresomes which may then be removed from cells by autophagocytosis (PubMed:21143716)",,"Cytoplasm; Nucleus; Endoplasmic reticulum; Cytoplasmic vesicle, autophagosome; Cell membrane","Brain (at protein level) (PubMed:18953672). Ubiquitous. Highly expressed throughout the brain; detected in neurons and in neuropathological lesions, such as neurofibrillary tangles and Lewy bodies. Highly expressed in heart, placenta, pancreas, lung, liver, skeletal muscle and kidney",,3D-structure|Acetylation|Alternative splicing|Autophagy|Cell membrane|Cytoplasm|Cytoplasmic vesicle|Direct protein sequencing|Endoplasmic reticulum|Membrane|Nucleus|Phosphoprotein|Proteasome|Proteomics identification|Reference proteome|Ubl conjugation,Ubiquitin-like [37-111]|STI1 1 [182-210]|STI1 2 [212-251]|STI1 3 [387-434]|STI1 4 [438-470]|UBA [546-586],,,Q9UMX0,2JY5|2JY6|2KLC,,,hsa:29979,R-HSA-8856825:Cargo recognition for clathrin-mediated endocytosis,589,62519,Homo sapiens
P09936,UCHL1_HUMAN,reviewed,UCHL1,,Ubiquitin carboxyl-terminal hydrolase isozyme L1,"Deubiquitinase that plays a role in the regulation of several processes such as maintenance of synaptic function, cardiac function, inflammatory response or osteoclastogenesis (PubMed:22212137, PubMed:23359680). Abrogates the ubiquitination of multiple proteins including WWTR1/TAZ, EGFR, HIF1A and beta-site amyloid precursor protein cleaving enzyme 1/BACE1 (PubMed:22212137, PubMed:25615526). In addition, recognizes and hydrolyzes a peptide bond at the C-terminal glycine of ubiquitin to maintain a stable pool of monoubiquitin that is a key requirement for the ubiquitin-proteasome and the autophagy-lysosome pathways (PubMed:12408865, PubMed:8639624, PubMed:9774100). Regulates amyloid precursor protein/APP processing by promoting BACE1 degradation resulting in decreased amyloid beta production (PubMed:22212137). Plays a role in the immune response by regulating the ability of MHC I molecules to reach cross-presentation compartments competent for generating Ag-MHC I complexes (By similarity). Mediates the 'Lys-48'-linked deubiquitination of the transcriptional coactivator WWTR1/TAZ leading to its stabilization and inhibition of osteoclastogenesis (By similarity). Deubiquitinates and stabilizes epidermal growth factor receptor EGFR to prevent its degradation and to activate its downstream mediators (By similarity). Modulates oxidative activity in skeletal muscle by regulating key mitochondrial oxidative proteins (By similarity). Enhances the activity of hypoxia-inducible factor 1-alpha/HIF1A by abrogateing its VHL E3 ligase-mediated ubiquitination and consequently inhibiting its degradation (PubMed:25615526)","Parkinson disease 5 (PARK5)|Spastic paraplegia 79A, autosomal dominant, with ataxia (SPG79A)|Spastic paraplegia 79B, autosomal recessive (SPG79B)",Cytoplasm; Endoplasmic reticulum membrane,Found in neuronal cell bodies and processes throughout the neocortex (at protein level). Expressed in neurons and cells of the diffuse neuroendocrine system and their tumors. Weakly expressed in ovary. Down-regulated in brains from Parkinson disease and Alzheimer disease patients,,3D-structure|Acetylation|Alternative initiation|Cytoplasm|Direct protein sequencing|Disease variant|Endoplasmic reticulum|Glycoprotein|Hereditary spastic paraplegia|Hydrolase|Lipoprotein|Membrane|Neurodegeneration|Oxidation|Parkinson disease|Parkinsonism|Phosphoprotein|Prenylation|Protease|Proteomics identification|Reference proteome|Thiol protease|Ubl conjugation pathway,UCH catalytic [2-221],,Nucleophile [90-90]|Proton donor [161-161],P09936,2ETL|2LEN|3IFW|3IRT|3KVF|3KW5|4DM9|4JKJ|7ZM0|8DY8|8EDE|8PW1|8XI7|9O4M,DB12695,CHEMBL6159,hsa:7345,R-HSA-5689603:UCH proteinases,223,24824,Homo sapiens
Q16831,UPP1_HUMAN,reviewed,UPP1,UP,Uridine phosphorylase 1,Catalyzes the reversible phosphorylytic cleavage of uridine to uracil and ribose-1-phosphate which can then be utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis (PubMed:7488099). Shows broad substrate specificity and can also accept deoxyuridine and other analogous compounds (Probable),,,,Pyrimidine metabolism; UMP biosynthesis via salvage pathway; uracil from uridine (phosphorylase route): step 1/1,3D-structure|Alternative splicing|Glycosyltransferase|Proteomics identification|Reference proteome|Transferase,, [60-60]| [94-94]| [138-141]| [142-143]| [217-219],,Q16831,3EUE|3EUF|3NBQ,DB07437|DB01101|DB00544,CHEMBL4811,hsa:7378,R-HSA-73614:Pyrimidine salvage|R-HSA-73621:Pyrimidine catabolism,310,33934,Homo sapiens
O75379,VAMP4_HUMAN,reviewed,VAMP4,,Vesicle-associated membrane protein 4,Involved in the pathway that functions to remove an inhibitor (probably synaptotagmin-4) of calcium-triggered exocytosis during the maturation of secretory granules. May be a marker for this sorting pathway that is critical for remodeling the secretory response of granule,,"Golgi apparatus, trans-Golgi network membrane",,,Alternative splicing|Coiled coil|Golgi apparatus|Membrane|Phosphoprotein|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix,v-SNARE coiled-coil homology [52-112],,,O75379,,,,hsa:8674,R-HSA-6811440:Retrograde transport at the Trans-Golgi-Network|R-HSA-8856825:Cargo recognition for clathrin-mediated endocytosis|R-HSA-8856828:Clathrin-mediated endocytosis,141,16397,Homo sapiens
Q9BV40,VAMP8_HUMAN,reviewed,VAMP8,,Vesicle-associated membrane protein 8,"SNAREs, soluble N-ethylmaleimide-sensitive factor-attachment protein receptors, are essential proteins for fusion of cellular membranes. SNAREs localized on opposing membranes assemble to form a trans-SNARE complex, an extended, parallel four alpha-helical bundle that drives membrane fusion. VAMP8 is a SNARE involved in autophagy through the direct control of autophagosome membrane fusion with the lysososome membrane via its interaction with the STX17-SNAP29 binary t-SNARE complex (PubMed:23217709, PubMed:25686604). Also required for dense-granule secretion in platelets (PubMed:12130530). Also plays a role in regulated enzyme secretion in pancreatic acinar cells (By similarity). Involved in the abscission of the midbody during cell division, which leads to completely separate daughter cells (By similarity). Involved in the homotypic fusion of early and late endosomes (By similarity). Also participates in the activation of type I interferon antiviral response through a TRIM6-dependent mechanism (PubMed:31694946)",,Lysosome membrane; Early endosome membrane; Late endosome membrane; Cell membrane; Zymogen granule membrane,Platelets,,3D-structure|Acetylation|Antiviral defense|Autophagy|Cell membrane|Coiled coil|Cytoplasmic vesicle|Direct protein sequencing|Endosome|Lipoprotein|Lysosome|Membrane|Phosphoprotein|Protein transport|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix|Transport,v-SNARE coiled-coil homology [12-72],,,Q9BV40,4WY4|7BV6,,,hsa:8673,R-HSA-1236974:ER-Phagosome pathway|R-HSA-199992:trans-Golgi Network Vesicle Budding|R-HSA-432720:Lysosome Vesicle Biogenesis|R-HSA-432722:Golgi Associated Vesicle Biogenesis|R-HSA-6798695:Neutrophil degranulation|R-HSA-8856825:Cargo recognition for clathrin-mediated endocytosis|R-HSA-8856828:Clathrin-mediated endocytosis,100,11438,Homo sapiens
P19320,VCAM1_HUMAN,reviewed,VCAM1,,Vascular cell adhesion protein 1,"Cell adhesion glycoprotein predominantly expressed on the surface of endothelial cells that plays an important role in immune surveillance and inflammation (PubMed:31310649). Acts as a major regulator of leukocyte adhesion to the endothelium through interaction with different types of integrins (PubMed:10209034). During inflammatory responses, binds ligands on the surface of activated endothelial cells to initiate the activation of calcium channels and the plasma membrane-associated small GTPase RAC1 leading to leukocyte transendothelial migration (PubMed:22970700). Also serves as a quality-control checkpoint for entry into bone marrow by providing a 'don't-eat-me' stamping in the context of major histocompatibility complex (MHC) class-I presentation (PubMed:35210567)",,Secreted,"Expressed on inflamed vascular endothelium, as well as on macrophage-like and dendritic cell types in both normal and inflamed tissue",,3D-structure|Alternative splicing|Cell adhesion|Cell membrane|Direct protein sequencing|Disulfide bond|Glycoprotein|Immunoglobulin domain|Membrane|Proteomics identification|Reference proteome|Repeat|Secreted|Signal|Transmembrane|Transmembrane helix|Ubl conjugation,Ig-like C2-type 1 [25-105]|Ig-like C2-type 2 [109-212]|Ig-like C2-type 3 [223-309]|Ig-like C2-type 4 [312-399]|Ig-like C2-type 5 [408-506]|Ig-like C2-type 6 [511-595]|Ig-like C2-type 7 [600-684],,,P19320,1IJ9|1VCA|1VSC,DB01136|DB11338|DB00898|DB05399,CHEMBL3735,hsa:7412,R-HSA-198933:Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell|R-HSA-216083:Integrin cell surface interactions|R-HSA-6785807:Interleukin-4 and Interleukin-13 signaling|R-HSA-877300:Interferon gamma signaling,739,81276,Homo sapiens
P13611,CSPG2_HUMAN,reviewed,VCAN,CSPG2,Versican core protein,"May play a role in intercellular signaling and in connecting cells with the extracellular matrix. May take part in the regulation of cell motility, growth and differentiation. Binds hyaluronic acid",Wagner vitreoretinopathy (WGVRP),"Secreted, extracellular space, extracellular matrix; Cell projection, cilium, photoreceptor outer segment; Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix; Secreted","Detected in placenta (at protein level) (PubMed:32337544). Detected in cerebrospinal fluid, fibroblasts and urine (at protein level) (PubMed:25326458, PubMed:36213313). Expressed in the retina (at protein level) (PubMed:29777959). Cerebral white matter and plasma (PubMed:2469524). Isoform V0: Expressed in normal brain, gliomas, medulloblastomas, schwannomas, neurofibromas, and meningiomas (PubMed:8627343). Isoform V1: Expressed in normal brain, gliomas, medulloblastomas, schwannomas, neurofibromas, and meningiomas (PubMed:8627343). Isoform V2: Restricted to normal brain and gliomas (PubMed:8627343). Isoform V3: Found in all these tissues except medulloblastomas (PubMed:8627343)",,Alternative splicing|Calcium|Cataract|Cell projection|Direct protein sequencing|Disulfide bond|EGF-like domain|Extracellular matrix|Glycoprotein|Hyaluronic acid|Immunoglobulin domain|Lectin|Phosphoprotein|Proteoglycan|Proteomics identification|Reference proteome|Repeat|Secreted|Signal|Sushi,Ig-like V-type [21-146]|Link 1 [150-245]|Link 2 [251-347]|EGF-like 1 [3089-3125]|EGF-like 2; calcium-binding [3127-3163]|C-type lectin [3176-3290]|Sushi [3294-3354],,,,,DB08818,,hsa:1462,"R-HSA-1971475:Glycosaminoglycan-protein linkage region biosynthesis|R-HSA-2022870:CS-GAG biosynthesis|R-HSA-2022923:DS-GAG biosynthesis|R-HSA-2024101:CS/DS degradation|R-HSA-3000178:ECM proteoglycans|R-HSA-3560783:Defective B4GALT7 causes EDS, progeroid type|R-HSA-3560801:Defective B3GAT3 causes JDSSDHD|R-HSA-3595172:Defective CHST3 causes SEDCJD|R-HSA-3595174:Defective CHST14 causes EDS, musculocontractural type|R-HSA-3595177:Defective CHSY1 causes TPBS|R-HSA-381426:Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)|R-HSA-4420332:Defective B3GALT6 causes EDSP2 and SEMDJL1|R-HSA-8957275:Post-translational protein phosphorylation",3396,372820,Homo sapiens
P15692,VEGFA_HUMAN,reviewed,VEGFA,VEGF,"Vascular endothelial growth factor A, long form","Binds to the KDR receptor but does not activate downstream signaling pathways, does not activate angiogenesis and inhibits tumor growth",Microvascular complications of diabetes 1 (MVCD1),Secreted,Not widely expressed,,3D-structure|Alternative initiation|Alternative promoter usage|Alternative splicing|Angiogenesis|Cytoplasm|Developmental protein|Differentiation|Direct protein sequencing|Disulfide bond|Endoplasmic reticulum|Extracellular matrix|Glycoprotein|Golgi apparatus|Growth factor|Heparin-binding|Mitogen|Nucleus|Proteomics identification|Reference proteome|Secreted,,,,P15692,1BJ1|1CZ8|1FLT|1KAT|1KMX|1MJV|1MKG|1MKK|1QTY|1TZH|1TZI|1VGH|1VPF|1VPP|2FJG|2FJH|2QR0|2VGH|2VPF|3BDY|3P9W|3QTK|3S1B|3S1K|3V2A|4DEQ|4GLN|4GLS|4KZN|4QAF,DB05434|DB08885|DB00112|DB06642|DB14864|DB01136|DB09301|DB06779|DB05932|DB15303|DB10772|DB01120|DB01017|DB12818|DB04895,CHEMBL1783,hsa:7422,R-HSA-114608:Platelet degranulation|R-HSA-1234158:Regulation of gene expression by Hypoxia-inducible Factor|R-HSA-194138:Signaling by VEGF|R-HSA-194313:VEGF ligand-receptor interactions|R-HSA-195399:VEGF binds to VEGFR leading to receptor dimerization|R-HSA-4420097:VEGFA-VEGFR2 Pathway|R-HSA-5218921:VEGFR2 mediated cell proliferation|R-HSA-6785807:Interleukin-4 and Interleukin-13 signaling|R-HSA-8866910:TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|R-HSA-9679191:Potential therapeutics for SARS,395,43597,Homo sapiens
P49767,VEGFC_HUMAN,reviewed,VEGFC,,Vascular endothelial growth factor C,"Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels. May function in angiogenesis of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults. Binds and activates KDR/VEGFR2 and FLT4/VEGFR3 receptors",Lymphatic malformation 4 (LMPHM4),Secreted,"Expressed in the spleen (PubMed:8700872, PubMed:9247316). Expressed in the lymph node, thymus, appendix and bone marrow (PubMed:9247316). Expressed in the heart, placenta, skeletal muscle, ovary and small intestine (PubMed:8617204, PubMed:8700872). Expressed in the prostate, testis and colon (PubMed:8700872)",,3D-structure|Angiogenesis|Cleavage on pair of basic residues|Developmental protein|Differentiation|Direct protein sequencing|Disulfide bond|Glycoprotein|Growth factor|Mitogen|Proteomics identification|Reference proteome|Repeat|Secreted|Signal,,,,P49767,2X1W|2X1X|4BSK|6TJT,DB12818|DB14911|DB06461|DB05075,CHEMBL3714157,hsa:7424,R-HSA-114608:Platelet degranulation|R-HSA-194313:VEGF ligand-receptor interactions|R-HSA-195399:VEGF binds to VEGFR leading to receptor dimerization,419,46883,Homo sapiens
O43915,VEGFD_HUMAN,reviewed,VEGFD,FIGF,Vascular endothelial growth factor D,"Growth factor active in angiogenesis, lymphangiogenesis and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels. May function in the formation of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults. Binds and activates VEGFR-2 (KDR/FLK1) and VEGFR-3 (FLT4) receptors",,Secreted,"Highly expressed in lung, heart, small intestine and fetal lung, and at lower levels in skeletal muscle, colon, and pancreas",,3D-structure|Angiogenesis|Cleavage on pair of basic residues|Developmental protein|Differentiation|Direct protein sequencing|Disulfide bond|Glycoprotein|Growth factor|Mitogen|Proteomics identification|Reference proteome|Repeat|Secreted|Signal,,,,O43915,2XV7,DB12818|DB14911|DB06461|DB05075,,hsa:2277,R-HSA-114608:Platelet degranulation|R-HSA-194313:VEGF ligand-receptor interactions|R-HSA-195399:VEGF binds to VEGFR leading to receptor dimerization,354,40444,Homo sapiens
P40337,VHL_HUMAN,reviewed,VHL,,von Hippel-Lindau disease tumor suppressor,"Involved in the ubiquitination and subsequent proteasomal degradation via the von Hippel-Lindau ubiquitination complex (PubMed:10944113, PubMed:17981124, PubMed:19584355). Seems to act as a target recruitment subunit in the E3 ubiquitin ligase complex and recruits hydroxylated hypoxia-inducible factor (HIF) under normoxic conditions (PubMed:10944113, PubMed:17981124). Involved in transcriptional repression through interaction with HIF1A, HIF1AN and histone deacetylases (PubMed:10944113, PubMed:17981124). Ubiquitinates, in an oxygen-responsive manner, ADRB2 (PubMed:19584355). Acts as a negative regulator of mTORC1 by promoting ubiquitination and degradation of RPTOR (PubMed:34290272)","Pheochromocytoma (PCC)|von Hippel-Lindau disease (VHLD)|Erythrocytosis, familial, 2 (ECYT2)|Renal cell carcinoma (RCC)",Cytoplasm; Nucleus,Expressed in the adult and fetal brain and kidney,Protein modification; protein ubiquitination,3D-structure|Alternative initiation|Alternative splicing|Cell membrane|Congenital erythrocytosis|Cytoplasm|Disease variant|Endoplasmic reticulum|Membrane|Nucleus|Proteomics identification|Reference proteome|Repeat|Tumor suppressor|Ubl conjugation pathway,,,,P40337,1LM8|1LQB|1VCB|3ZRC|3ZRF|3ZTC|3ZTD|3ZUN|4AJY|4AWJ|4B95|4B9K|4BKS|4BKT|4W9C|4W9D|4W9E|4W9F|4W9G|4W9H|4W9I|4W9J|4W9K|4W9L|4WQO|5LLI|5N4W|5NVV|5NVW|5NVX,,CHEMBL3108660,hsa:7428,R-HSA-1234176:Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha|R-HSA-3232142:SUMOylation of ubiquitinylation proteins|R-HSA-8951664:Neddylation|R-HSA-9682706:Replication of the SARS-CoV-1 genome|R-HSA-9694686:Replication of the SARS-CoV-2 genome|R-HSA-9706019:RHOBTB3 ATPase cycle|R-HSA-983168:Antigen processing: Ubiquitination & Proteasome degradation,213,24153,Homo sapiens
